Year,m,d,Time,Time zone,Air temperature (degC),Wind speed (m/s)
2021,1,25,11:00,UTC,1.3,6
2021,1,25,12:00,UTC,1.5,6.7
2021,1,25,13:00,UTC,1.6,6.2
2021,1,25,14:00,UTC,1.6,5.2
2021,1,25,15:00,UTC,1.1,6.6
2021,1,25,16:00,UTC,1.2,6.5
2021,1,25,17:00,UTC,1.5,6.3
2021,1,25,18:00,UTC,1.5,6.1
2021,1,25,19:00,UTC,1.6,6.1
2021,1,25,20:00,UTC,1.8,5.9
2021,1,25,21:00,UTC,1.6,6.8
2021,1,25,22:00,UTC,1.5,5.1
2021,1,25,23:00,UTC,1.5,5.4
2021,1,26,00:00,UTC,1.4,5.1
2021,1,26,01:00,UTC,0.8,3.4
2021,1,26,02:00,UTC,0.8,3.5
2021,1,26,03:00,UTC,0.8,3.4
2021,1,26,04:00,UTC,0.8,2.3
2021,1,26,05:00,UTC,0.7,1.6
2021,1,26,06:00,UTC,0.7,1.7
2021,1,26,07:00,UTC,0.6,2
2021,1,26,08:00,UTC,0.7,2.4
2021,1,26,09:00,UTC,0.8,3.1
2021,1,26,10:00,UTC,1,3.2
2021,1,26,11:00,UTC,0.8,4.2
2021,1,26,12:00,UTC,0.7,3.7
2021,1,26,13:00,UTC,0.7,3
2021,1,26,14:00,UTC,0.9,4.2
2021,1,26,15:00,UTC,0.8,4.1
2021,1,26,16:00,UTC,0.7,3.5
2021,1,26,17:00,UTC,0.7,4.2
2021,1,26,18:00,UTC,0.6,4.1
2021,1,26,19:00,UTC,0.4,4.1
2021,1,26,20:00,UTC,0.4,3.9
2021,1,26,21:00,UTC,0.5,3.4
2021,1,26,22:00,UTC,0.5,4
2021,1,26,23:00,UTC,0.5,3.6
2021,1,27,00:00,UTC,0.6,3.6
2021,1,27,01:00,UTC,0.6,3.3
2021,1,27,02:00,UTC,0.7,3
2021,1,27,03:00,UTC,0.7,3
2021,1,27,04:00,UTC,0.7,2.2
2021,1,27,05:00,UTC,0.7,2.6
2021,1,27,06:00,UTC,0.7,2.5
2021,1,27,07:00,UTC,0.8,1.3
2021,1,27,08:00,UTC,0.8,1.4
2021,1,27,09:00,UTC,0.8,1.5
2021,1,27,10:00,UTC,0.8,1.8
2021,1,27,11:00,UTC,0.9,1.6
2021,1,27,12:00,UTC,0.8,1.4
2021,1,27,13:00,UTC,0.8,2
2021,1,27,14:00,UTC,0.6,2.8
2021,1,27,15:00,UTC,0.4,2.8
2021,1,27,16:00,UTC,0.3,2.4
2021,1,27,17:00,UTC,0,2
2021,1,27,18:00,UTC,-0.5,3
2021,1,27,19:00,UTC,-1,2.7
2021,1,27,20:00,UTC,-1.3,2.7
2021,1,27,21:00,UTC,-1.8,3.3
2021,1,27,22:00,UTC,-2.1,2.7
2021,1,27,23:00,UTC,-2.3,2.4
2021,1,28,00:00,UTC,-2.3,2.6
2021,1,28,01:00,UTC,-2.5,2.7
2021,1,28,02:00,UTC,-2.8,2.6
2021,1,28,03:00,UTC,-2.9,2.9
2021,1,28,04:00,UTC,-3.1,2.5
2021,1,28,05:00,UTC,-2.7,3.1
2021,1,28,06:00,UTC,-2.3,2.7
2021,1,28,07:00,UTC,-2.9,3.6
2021,1,28,08:00,UTC,-2.8,2.3
2021,1,28,09:00,UTC,-2.9,3.3
2021,1,28,10:00,UTC,-2.9,1.7
2021,1,28,11:00,UTC,-2.9,3
2021,1,28,12:00,UTC,-3.1,2.2
2021,1,28,13:00,UTC,-3.7,4
2021,1,28,14:00,UTC,-3.8,1.7
2021,1,28,15:00,UTC,-4,2.3
2021,1,28,16:00,UTC,-4.4,3.1
2021,1,28,17:00,UTC,-4.8,2.7
2021,1,28,18:00,UTC,-4.8,2.8
2021,1,28,19:00,UTC,-4.8,3.3
2021,1,28,20:00,UTC,-5,1.9
2021,1,28,21:00,UTC,-5.2,3.6
2021,1,28,22:00,UTC,-5.4,4.5
2021,1,28,23:00,UTC,-5.1,3
2021,1,29,00:00,UTC,-5.2,3.7
2021,1,29,01:00,UTC,-5.2,5.1
2021,1,29,02:00,UTC,-5.4,5.2
2021,1,29,03:00,UTC,-5.3,4.5
2021,1,29,04:00,UTC,-5.1,5
2021,1,29,05:00,UTC,-4.9,4.7
2021,1,29,06:00,UTC,-4.6,4.9
2021,1,29,07:00,UTC,-4.3,4.4
2021,1,29,08:00,UTC,-3.9,3.4
2021,1,29,09:00,UTC,-3.3,3.7
2021,1,29,10:00,UTC,-2.9,3.6
2021,1,29,11:00,UTC,-2.4,4.2
2021,1,29,12:00,UTC,-2.2,5.6
2021,1,29,13:00,UTC,-1.9,5.8
2021,1,29,14:00,UTC,-2.2,6.7
2021,1,29,15:00,UTC,-2.6,6.8
2021,1,29,16:00,UTC,-3,6.3
2021,1,29,17:00,UTC,-3.5,7.2
2021,1,29,18:00,UTC,-4,6.8
2021,1,29,19:00,UTC,-4.1,8
2021,1,29,20:00,UTC,-4.3,7.1
2021,1,29,21:00,UTC,-4.6,6.9
2021,1,29,22:00,UTC,-4.9,7.1
2021,1,29,23:00,UTC,-5.2,5.9
2021,1,30,00:00,UTC,-5.4,7.4
2021,1,30,01:00,UTC,-5.6,7.2
2021,1,30,02:00,UTC,-5.9,7.2
2021,1,30,03:00,UTC,-6,6.8
2021,1,30,04:00,UTC,-6.2,6.6
2021,1,30,05:00,UTC,-6.1,6.2
2021,1,30,06:00,UTC,-6.1,6.2
2021,1,30,07:00,UTC,-6,5.8
2021,1,30,08:00,UTC,-5.8,6.3
2021,1,30,09:00,UTC,-5.6,7.4
2021,1,30,10:00,UTC,-5.5,6.7
2021,1,30,11:00,UTC,-5.1,5.8
2021,1,30,12:00,UTC,-5.2,6.9
2021,1,30,13:00,UTC,-5.1,6
2021,1,30,14:00,UTC,-5.5,4.1
2021,1,30,15:00,UTC,-5.8,4.8
2021,1,30,16:00,UTC,-6.3,5.2
2021,1,30,17:00,UTC,-6.6,4.8
2021,1,30,18:00,UTC,-6.9,4.3
2021,1,30,19:00,UTC,-7,3.6
2021,1,30,20:00,UTC,-7.1,3.8
2021,1,30,21:00,UTC,-7.2,3.6
2021,1,30,22:00,UTC,-7.2,3.4
2021,1,30,23:00,UTC,-7.2,3.2
2021,1,31,00:00,UTC,-7.3,3.8
2021,1,31,01:00,UTC,-7,3
2021,1,31,02:00,UTC,-6.8,3.6
2021,1,31,03:00,UTC,-6.8,3.6
2021,1,31,04:00,UTC,-7,3.5
2021,1,31,05:00,UTC,-6.8,3.4
2021,1,31,06:00,UTC,-6.9,3.2
2021,1,31,07:00,UTC,-6.7,2.7
2021,1,31,08:00,UTC,-6.3,3.2
2021,1,31,09:00,UTC,-6.6,2.9
2021,1,31,10:00,UTC,-6.2,3.5
2021,1,31,11:00,UTC,-6.3,3.1
2021,1,31,12:00,UTC,-4.7,2.5
2021,1,31,13:00,UTC,-5.3,2.6
2021,1,31,14:00,UTC,-6.8,2.3
2021,1,31,15:00,UTC,-7.5,3.2
2021,1,31,16:00,UTC,-8,2.7
2021,1,31,17:00,UTC,-7,1.8
2021,1,31,18:00,UTC,-6.5,3.3
2021,1,31,19:00,UTC,-6.8,3.8
2021,1,31,20:00,UTC,-7.1,2.4
2021,1,31,21:00,UTC,-8,3.2
2021,1,31,22:00,UTC,-8.4,2.3
2021,1,31,23:00,UTC,-9.2,1.8
2021,2,1,00:00,UTC,-10.5,1.3
